,Unnamed: 0,hostname,status,pl_index,mass,mass_med,mass_minus,mass_plus,axis,axis_med,axis_minus,axis_plus,per,per_med,per_minus,per_plus,tc,tc_med,tc_minus,tc_plus,w,w_med,w_minus,w_plus,k,k_med,k_minus,k_plus,e,e_med,e_minus,e_plus,e_mode,e_68,insol,insol_med,insols_minus,insols_plus,teq,teq_med,teq_minus,teq_plus,post_path
4,8,108874,K,1.0,1.322191855,1.3196634109999998,1.272191878,1.3670612640000002,1.052723064,1.052493963,1.036291158,1.068554294,395.3957755,395.38474,395.1705522,395.6064123,2453527.321,2453527.545,2453524.801,2453530.262,-2.530688377,0.6009130398,0.4766766965,0.7257825373000001,37.1043034,37.05552352,36.36884924,37.76095791,0.1433085743,0.14444290640000002,0.1282931656,0.16072167240000002,0.14,0.15209796609999998,0.9276743361,0.9286511574,0.8511809259,1.011130117,0.6590382579999999,0.6588648838000001,0.8511809259,1.011130117,/data/user/lrosenth/legacy/final_run/108874/108874_pchains.csv
5,9,108874,K,2.0,1.143530151,1.139485956,1.089971941,1.191026291,2.8308945210000003,2.829653697,2.784949068,2.874170955,1743.59795,1743.2393149999998,1733.744407,1752.583191,2454784.5,2454785.184,2454767.673,2454803.467,0.07140410548,0.07652817686,-0.04001120383,0.1961670467,20.08168697,20.05281946,19.40084839,20.70140654,0.2643733219,0.2649892849,0.2341017327,0.2953227988,0.265,0.2794963573,0.1282851666,0.1284684074,0.1177293457,0.139973931,1.080725507,1.080339927,0.1177293457,0.139973931,/data/user/lrosenth/legacy/final_run/108874/108874_pchains.csv
7,14,114783,K,1.0,1.034819187,1.032731072,0.9991966142,1.06638463,1.1638283,1.16388126,1.147396823,1.179532785,492.5395102,492.558183,492.2100479,492.8988893,2455283.898,2455283.817,2455281.16,2455286.516,1.90282515,-1.234505596,-1.371806087,-1.09294725,29.53420992,29.47745643,28.96438338,30.01315802,0.1278306078,0.1260403637,0.1096601375,0.1424599125,0.12,0.1340385328,0.323354177,0.32343404530000003,0.3008069096,0.3471393818,0.8577088541,0.8576558989,0.3008069096,0.3471393818,/data/user/lrosenth/legacy/final_run/114783/114783_pchains.csv
8,15,114783,K,2.0,0.6536646166,0.6593195773,0.6131944118,0.7056032093000001,4.950488847,4.969085027,4.856960002,5.091295103999999,4320.955897,4344.240269,4230.693238,4477.061049,2454995.84,2454959.215,2454873.873,2455048.796,2.742677913,-0.3706734916,-0.8621714551999999,0.13195532029999998,9.044610178,9.10728917,8.530553374,9.671389572,0.1270053375,0.1144880775,0.05619335421,0.17233243059999998,0.12,0.14166476390000002,0.01787146395,0.0177089356,0.01629112856,0.01918594582,1.768965976,1.773010867,0.01629112856,0.01918594582,/data/user/lrosenth/legacy/final_run/114783/114783_pchains.csv
17,28,12661,K,1.0,2.282367114,2.283376102,2.220968952,2.344721092,0.8241165000000001,0.8241329226,0.8128989898000001,0.8349939227,262.36226150000005,262.3604849,262.3440407,262.3774254,2456079.043,2456079.2830000003,2456078.6580000003,2456079.944,-1.0530301009999998,-1.058116861,-1.071367856,-1.044617006,73.56595373,73.58843997,73.22146913,73.95148456,0.3600371101,0.3596641525,0.3552251412,0.3642251615,0.355,0.3617810518,1.947951234,1.945932577,1.788472846,2.11805821,0.5474758822,0.5476178111,1.788472846,2.11805821,/data/user/lrosenth/legacy/final_run/12661/12661_pchains.csv
18,29,12661,K,2.0,1.859748418,1.855497333,1.801049046,1.909186914,2.860843612,2.860550398,2.821585852,2.898473064,1696.913201,1696.663821,1694.292313,1698.937578,2455775.738,2455774.879,2455767.926,2455782.261,1.925861379,-0.9869806041,-1.340313489,0.9585018907,30.02635241,29.96203961,29.62545303,30.30393679,0.02688317691,0.0250672918,0.01295726626,0.03703304022,0.02,0.030810821960000005,0.1616467822,0.1615039008,0.1484151737,0.1757847969,1.020041277,1.020266808,0.1484151737,0.1757847969,/data/user/lrosenth/legacy/final_run/12661/12661_pchains.csv
20,32,128311,K,1.0,3.284585347,3.25056308,3.130205972,3.373816148,1.741200618,1.74150763,1.7210618830000002,1.761426719,917.2626838,917.5018561,915.6487029,919.4437187,2455213.788,2455218.864,2455202.754,2455238.248,-0.5087708489,-0.3043944558,-0.6043685731,0.04587216487,79.14898422,78.12919668,75.48847661,80.78950667,0.21161702,0.1956776923,0.1389273372,0.2424481531,0.21,0.2184121391,0.1074319788,0.1074176085,0.1004181407,0.1147771855,1.129733789,1.129771571,0.1004181407,0.1147771855,/data/user/lrosenth/legacy/final_run/128311/128311_pchains.csv
21,33,128311,K,2.0,2.0897000880000003,2.0044854130000003,1.849179056,2.160315863,1.088538612,1.088307643,1.075630005,1.10072699,453.4049583,453.28271,452.5989451,453.9745741,2455211.872,2455211.332,2455207.055,2455215.818,0.9838694162,1.063605795,0.8864510044,1.251694239,64.73354588,62.36494185,58.06391203,66.59758798,0.2746200352,0.2831150856,0.2434916268,0.3232432574,0.27,0.30213345010000003,0.274880241,0.2750670796,0.2571074117,0.293910315,0.8932512476000001,0.8930995243000001,0.2571074117,0.293910315,/data/user/lrosenth/legacy/final_run/128311/128311_pchains.csv
24,36,134987,K,1.0,1.624656729,1.6241010619999998,1.574275549,1.672803876,0.8174363606999999,0.8175566798999999,0.80550745,0.8291618293999999,258.24975240000003,258.2510935,258.2081322,258.2926717,2452704.421,2452704.415,2452703.58,2452705.247,-0.1708457093,-0.1664835203,-0.2077475339,-0.1242921019,50.20286275,50.1771314,49.7326977,50.62144017,0.2282171789,0.2281165281,0.22044205170000006,0.23590717100000005,0.225,0.2318304166,2.368367944,2.367932911,2.178949002,2.572401155,0.5213714174,0.5213953621999999,2.178949002,2.572401155,/data/user/lrosenth/legacy/final_run/134987/134987_pchains.csv
25,37,134987,K,2.0,0.9426318878,0.9345525515,0.8740913999,0.9971551407,6.620941544,6.624323287,6.476736178,6.78059495,5953.0374729999985,5955.139412,5808.216061,6122.7940119999985,2455044.799,2455064.065,2454915.472,2455200.159,-1.63301858,1.028054029,-1.406443132,1.4272422830000002,10.10534242,10.00733185,9.437551004,10.59812544,0.1662978397,0.1542958189,0.1044001247,0.20357357760000006,0.155,0.177562439,0.0361008619,0.03601525024,0.03290110069,0.03941966746,1.4838162380000002,1.484697246,0.03290110069,0.03941966746,/data/user/lrosenth/legacy/final_run/134987/134987_pchains.csv
29,46,141399,K,1.0,1.329124333,1.328846234,1.2817491909999998,1.374978545,0.6931339892,0.6930899383,0.6811054149,0.7047517261,201.7877247,201.775734,201.7153715,201.8346251,2455626.052,2455626.022,2455625.551,2455626.503,-2.729617742,0.4294687765,0.2863737659,0.5692240293,43.50238728,43.48690501,43.17540349,43.80603059,0.04635639066,0.04654946612,0.03971727515,0.053347142249999986,0.045,0.04975901094,3.521136031,3.522731392,3.24040079,3.831324893,0.472159586,0.4721061195,3.24040079,3.831324893,/data/user/lrosenth/legacy/final_run/141399/141399_pchains.csv
30,47,141399,K,2.0,1.270786432,1.263132845,1.216009319,1.310296151,2.115370673,2.113947123,2.076943057,2.14983911,1075.8424289999996,1074.829965,1071.552787,1078.00108,2454754.487,2454755.649,2454748.676,2454762.433,-1.466123829,-1.054415519,-1.436916835,1.420649796,23.80687352,23.68254563,23.33177723,24.03373464,0.04468843102,0.04403681125,0.03134793003,0.05677280249,0.04,0.05016311033,0.3780456429,0.3786405166,0.34823790200000004,0.4120304691,0.824847102,0.8245229362000001,0.34823790200000004,0.4120304691,/data/user/lrosenth/legacy/final_run/141399/141399_pchains.csv
35,57,145675,K,1.0,4.847842508,4.850670053,4.705175618999999,4.996722841,2.830291884,2.829741466,2.788758395,2.870491916,1766.59725,1766.405171,1765.729975,1767.074684,2456834.197,2456834.442,2456832.492,2456836.163,0.4008516604,0.4048895267,0.3933479847,0.4145747897,89.53479204,89.4941321,88.96969126,90.1416723,0.368809309,0.3674025143,0.3636421075,0.3709412451,0.365,0.3691234258,0.08863037386,0.08871159078,0.08178886374,0.09607546618,1.185397118,1.185125712,0.08178886374,0.09607546618,/data/user/lrosenth/legacy/final_run/145675/145675_pchains.csv
36,58,145675,C,2.0,5.6916002410000015,5.842973187,4.81324768,7.200665618,15.94954497,16.41978378,12.07899494,25.72043747,23632.68993,24712.27089,15552.291969999998,48305.0187,2454656.779,2454677.443,2454364.561,2455112.704,-0.1120890364,-0.1341744024,-0.3093752181,0.005949104819,45.85384907,46.68116954,41.893168,52.65213743,0.4407590916,0.4521640326,0.3030717779,0.6195813321,0.27,0.5300486493,0.002790926752,0.0026366491220000004,0.001071866201,0.004873995699,2.813989046,2.854279034,0.001071866201,0.004873995699,/data/user/lrosenth/legacy/final_run/145675/145675_pchains.csv
42,70,156279,K,1.0,9.502391726,9.504164227999999,9.186044001,9.815114338999999,0.5040103565999999,0.5040530444,0.4955297363,0.5122296826,133.4025622,133.40310390000002,133.3991103,133.4067712,2455464.933,2455464.94,2455464.814,2455465.065,-1.645852365,1.4956342880000002,1.49380595,1.49746658,509.8986073,509.9546227,509.3893,510.5027477,0.6477846826,0.6477940399000001,0.6471305158,0.6484779982,0.645,0.6481171749,2.9260508130000003,2.924668773,2.6923547,3.18027161,0.4945259048,0.494584316,2.6923547,3.18027161,/data/user/lrosenth/legacy/final_run/156279/156279_pchains.csv
43,71,156279,K,2.0,9.442843448,9.446331726,9.12543867,9.759485033999999,5.461491702000001,5.460925424,5.36628286,5.552423725,4758.519979,4757.532464,4730.354058,4785.730306,2455834.662,2455834.719,2455831.537,2455837.801,1.759189691,-1.381743053,-1.399331658,-1.3645651580000002,121.4406848,121.4844865,120.93355,122.0089381,0.25994395,0.259671231,0.2547894738,0.2647096358,0.255,0.2620167174,0.02491943714,0.0249133418,0.02292135088,0.02709742513,1.627889624,1.627989185,0.02292135088,0.02709742513,/data/user/lrosenth/legacy/final_run/156279/156279_pchains.csv
53,89,168443,K,1.0,7.918355432999999,7.918500646,7.762541627999999,8.072728316000001,0.2977096269,0.2977189435,0.29478589920000003,0.3006038707,58.11158585,58.11159444,58.11148757,58.11170422,2455272.958,2455272.957,2455272.947,2455272.9680000003,3.022846809,-0.1187948914,-0.1203194384,-0.1173006594,477.07459910000006,477.0125959,476.503279,477.51621560000007,0.5313993728,0.5312986302,0.5306837036,0.5319217643999999,0.53,0.5315993108,27.730255100000004,27.69206861,25.37989881,30.20871634,0.2818519514,0.2819490674,25.37989881,30.20871634,/data/user/lrosenth/legacy/final_run/168443/168443_pchains.csv
54,90,168443,K,2.0,17.75605549,17.75819294,17.40898157,18.1046641,2.881243167,2.881387767,2.8529560860000003,2.909322185,1749.618164,1749.672829,1749.385811,1749.9520120000002,2455599.134,2455599.406,2455598.634,2455600.155,1.128664611,1.129543121,1.123495312,1.135586373,298.0529648,298.0397235,297.6429299,298.440932,0.2115630226,0.2112451647,0.2099520642,0.2125629204,0.21,0.2118674273,0.2960600418,0.2956386312,0.27095394850000004,0.3224841383,0.8768283095999999,0.8771406058,0.27095394850000004,0.3224841383,/data/user/lrosenth/legacy/final_run/168443/168443_pchains.csv
56,92,169830,K,1.0,2.95864593,2.956189143,2.886860603,3.026086404,0.8131429009000001,0.8130238294,0.8046048272,0.8213474251999999,225.8141932,225.7886839,225.7074552,225.8630662,2455515.931,2455515.751,2455514.913,2455516.596,2.644863871,-0.4999621656,-0.5469930886,-0.4545455556,82.72421867,82.58215483,81.62057931,83.56401261,0.3097473644,0.306202652,0.2934940681,0.3186901051,0.305,0.3121883811,7.412772957,7.416372531,6.830617065,8.039679124,0.3919803872,0.3919328161,6.830617065,8.039679124,/data/user/lrosenth/legacy/final_run/169830/169830_pchains.csv
57,93,169830,K,2.0,3.516502547,3.5113697,3.394927479,3.628860209,3.286211728,3.282411888,3.247146999,3.317469714,1834.612022,1831.921058,1823.33088,1840.0062,2455133.191,2455138.551,2455118.964,2455158.595,-0.6171424332,-0.6306362836,-0.7683918346999999,-0.4991240895,48.14367926,48.10677502,46.83991773,49.38696759,0.2588104925,0.2572998229,0.238346172,0.2765049594,0.255,0.266224852,0.4538615223,0.454981028,0.4188435855,0.4932681477000001,0.7880044514,0.7875192715,0.4188435855,0.4932681477000001,/data/user/lrosenth/legacy/final_run/169830/169830_pchains.csv
59,96,177830,K,1.0,1.342934726,1.3475801,1.248638436,1.4433834230000002,1.179557236,1.179681717,1.136441481,1.219217675,407.3687775,407.3679811,407.1507124,407.5775074,2455453.422,2455452.353,2455450.329,2455454.447,-3.060673072,-0.0116403657,-0.5813606672,0.6204300821000001,30.62366315,30.73330937,30.22419402,31.26495019,0.03271542572,0.027901714280000003,0.01097992462,0.04510941675,0.03,0.03615459912,4.180970683,4.186016172,3.781822963,4.647045382,0.4523142097,0.4521778523,3.781822963,4.647045382,/data/user/lrosenth/legacy/final_run/177830/177830_pchains.csv
60,97,177830,K,2.0,0.1077794406,0.1043940241,0.08952253732999997,0.1199868708,0.4961956345,0.4963290159000001,0.4781453221,0.5129394659000001,111.1446646,111.1628263,111.1105499,111.2269238,2455178.598,2455177.027,2455174.194,2455179.526,2.3124107730000003,-0.8965834481,-1.196138429,-0.6221552078,4.732411539,4.400600521,3.706455461000001,5.203582998,0.5995915722,0.539208812,0.3897245882,0.6601489524,0.54,0.6000397957,23.62703815,23.64844005,21.36741106,26.25097946,0.29336425190000004,0.2932978555,21.36741106,26.25097946,/data/user/lrosenth/legacy/final_run/177830/177830_pchains.csv
65,107,187123,K,1.0,0.5006673977,0.50090784,0.4850316758,0.5167437356,0.04185597078,0.04185573243,0.04119119466,0.0425066275,3.096596964,3.096597075,3.096594826,3.0965993480000003,2455665.931,2455665.934,2455665.929,2455665.937,0.6533543954,0.3213127396,-0.8441402601000001,1.102975174,68.88835149,68.92305231,68.65238087,69.19245837,0.005528901903,0.004036601067,0.001193532,0.008007627538,0.0,0.005882522368,755.1175212999998,754.9828812000002,691.6845225,823.3852349,0.1233831561,0.1233886567,691.6845225,823.3852349,/data/user/lrosenth/legacy/final_run/187123/187123_pchains.csv
66,108,187123,K,2.0,1.714339992,1.71276891,1.6554533219999998,1.770978762,4.430876147,4.432012704,4.359885988,4.50242047,3372.740836,3373.730286,3357.062465,3390.906965,2458863.377,2458870.962,2458845.059,2458896.147,-1.7445076430000002,1.376817572,1.307763207,1.4429966669999998,23.54040812,23.52782172,23.21948118,23.82487979,0.2270511161,0.2274633438,0.2106658104,0.2436721959,0.225,0.2352183496,0.06738297234,0.0673451152,0.06168823536,0.07347011227999999,1.269468623,1.2696469890000002,0.06168823536,0.07347011227999999,/data/user/lrosenth/legacy/final_run/187123/187123_pchains.csv
79,144,217107,K,1.0,1.3849348519999998,1.384621561,1.3455073359999998,1.423472109,0.07388993775000001,0.07388199513999999,0.07282566442,0.07490525779,7.126874076,7.126874374,7.126867858,7.126881047,2456306.846,2456306.847,2456306.844,2456306.851,0.3950585133,0.3942252172,0.3800005303,0.4081607247,141.90264209999995,141.9102764,141.64880369999997,142.16635259999995,0.1284494796,0.1279138456,0.1262731566,0.1296341962,0.125,0.1287308535,223.0521829,223.035363,204.5731396,243.2448738,0.1673623991,0.1673655544,204.5731396,243.2448738,/data/user/lrosenth/legacy/final_run/217107/217107_pchains.csv
80,145,217107,K,2.0,4.314324915,4.3060070360000005,4.174676169,4.439737078,5.938325541,5.9422807760000005,5.856686752000001,6.025723815,5134.7243899999985,5141.082813,5127.596902,5154.417588,2460069.992,2460064.299,2460041.348,2460086.606,-2.731543004,0.4309687977,0.4098747451,0.4519277133,53.24311557,53.08076723,52.38546607,53.78834207,0.3955223689,0.3927729793,0.3860409823,0.3996928914,0.39,0.3961251313,0.03453417416,0.0344797594,0.03161815026,0.03760072477,1.500366102,1.500957708,0.03161815026,0.03760072477,/data/user/lrosenth/legacy/final_run/217107/217107_pchains.csv
89,162,24040,K,1.0,4.064210164,4.051327661,3.906305814,4.1971696010000015,4.708176046,4.708197628,4.631370201,4.782514585,3551.441809000001,3551.565755,3540.1446590000005,3563.049908,2456924.532,2456932.116,2456914.771,2456947.3540000003,0.26267135210000003,0.09183819503,-0.9486476241,1.018015643,50.69094954,50.53375654,49.7346999,51.37053432,0.01268721138,0.0116910542,0.003497109804,0.0230971865,0.0,0.01688730532,0.08673165311,0.08674020092,0.08001751416,0.0939501753,1.191832177,1.191802813,0.08001751416,0.0939501753,/data/user/lrosenth/legacy/final_run/24040/24040_pchains.csv
90,163,24040,C,2.0,0.206749008,0.2010430007,0.1738826009,0.2284506696,1.301111518,1.300030208,1.278488603,1.320955294,515.9379157999998,515.4327461,512.9051817,517.6435946,2454989.262,2454984.095,2454967.481,2455002.804,2.109491563,-0.27815367420000003,-1.146620743,1.030980913,4.945674347,4.846943608,4.202251162,5.483677875,0.12811452269999998,0.1110441717,0.03211128132,0.233157482,0.0,0.1663409038,1.1356747459999998,1.137314996,1.049462799,1.232663279,0.6265359856,0.6263099637,1.049462799,1.232663279,/data/user/lrosenth/legacy/final_run/24040/24040_pchains.csv
100,190,38529,K,1.0,13.21854348,13.21459353,13.1126815,13.31597213,3.736550798,3.736452497,3.726559382,3.746310376,2133.341386,2133.318167000001,2131.810834,2134.856748,2454612.769,2454612.561,2454609.249,2454615.906,0.3703326417,0.3697506213,0.3526459604,0.3865609301,168.1246757,168.1225241,167.130755,169.0856674,0.3541983354,0.35450118350000004,0.34983474740000003,0.3593059258,0.35,0.3567124304,0.5251321416,0.5249726319,0.4808842164,0.572758489,0.7597878808,0.7598455885,0.4808842164,0.572758489,/data/user/lrosenth/legacy/final_run/38529/38529_pchains.csv
101,191,38529,K,2.0,0.877286673,0.8764682803,0.8626882449,0.8906549297,0.1329004491,0.1328999342,0.13255068720000002,0.1332437799,14.31013382,14.31013642,14.30991317,14.31036439,2455200.293,2455200.3,2455200.25,2455200.35,1.588637584,-1.484341801,-1.5455727819999998,1.541254295,57.30960062,57.26413719,56.38030601,58.15924889,0.2606282445,0.2600576233,0.2449736426,0.2745068525,0.26,0.2670094145,415.1045423,415.0124787,380.1087097,452.7592538,0.1432914049,0.1432993509,380.1087097,452.7592538,/data/user/lrosenth/legacy/final_run/38529/38529_pchains.csv
